complete_video_IDs,video_titles
https://www.youtube.com/watch?v=BNCZOFy1neE,These_stocks_could_give_a_Breakout!_
https://www.youtube.com/watch?v=nDLRea8gp3c,Why_did_I_quit_my_high_paying_job?
https://www.youtube.com/watch?v=NZxejh1HAiE,Can_Elon_Musk_buy_Twitter?_#shorts_#ElonMusk
https://www.youtube.com/watch?v=PUBebNPSjm4,Fundamental_Analysis_of_a_MONOPOLY_STOCK
https://www.youtube.com/watch?v=q53x02iRwPE,Government_should_pay_you_TAX_#shorts_#taxinindia
https://www.youtube.com/watch?v=MOxRi965ybM,Salaried_class_in_India_gets_crushed!_(Why_&_how?)_
https://www.youtube.com/watch?v=BKGo_G3sRRE,The_FREEBIE_political_economy_in_India
https://www.youtube.com/watch?v=YYi5qiRzVYs,Global_recession_soon?_
https://www.youtube.com/watch?v=Iv1v9VJjvu4,How_to_save_30%_Crypto_Tax?_
https://www.youtube.com/watch?v=YnhJDPk9SUs,Fundamental_Analysis_of_a_rising_FMCG_stock
https://www.youtube.com/watch?v=MHuDl4R14c4,Why_PETROL/Diesel_prices_are_high_in_India?
https://www.youtube.com/watch?v=-dNfBZmPly0,5_MUST_KNOW_finance_rules_for_everyone_
https://www.youtube.com/watch?v=rd8l7hDs7vc,MONEY_MAKES_MONEY_
https://www.youtube.com/watch?v=dYDIv3Ghhyw,How_to_live_a_great_life_on_a_Low_Salary!_[5_practical_strategies]
https://www.youtube.com/watch?v=a3wkypbkJgA,The_best_Fixed_Deposit_option_with_0_taxes!
https://www.youtube.com/watch?v=YBDmDCruHmA,"HDFC,_the_growth_story:_Buy_or_Sell_now?_#HDFC_#HDFCBank"
https://www.youtube.com/watch?v=MmyVo9VvHSQ,Middle_Class_getting_CRUSHED_in_India_#shorts
https://www.youtube.com/watch?v=JxZRqJj5WSo,How_politicians_rob_citizens?_[Sri_Lanka_economic_crisis]
https://www.youtube.com/watch?v=ctfJapIt0aY,How_Rs.100_today_becomes_Rs.96_next_year!_#shorts
https://www.youtube.com/watch?v=PU44P0CpNOE,Earn_MORE_by_working_LESS_
https://www.youtube.com/watch?v=aYzxX-T1CUs,Russia_buying_more_GOLD!_How_will_it_impact_the_Indian_and_the_US_stock_markets?
https://www.youtube.com/watch?v=96KM562jyKI,Make_15%_returns_from_Stock_Markets_easily!
https://www.youtube.com/watch?v=rHGw4qSlXwk,Why_does_the_salaried_class_suffer_in_India?
https://www.youtube.com/watch?v=sdrZoDy-o-Q,How_to_invest_your_salary_for_good_returns?
https://www.youtube.com/watch?v=xCazdIy558Q,How_to_build_a_side_income?_
https://www.youtube.com/watch?v=2WNJO0ybd4g,Where_to_invest_in_the_SHORT-TERM?_[1-3_years_period]
https://www.youtube.com/watch?v=dpNfQ84JTIU,Buy_stocks_like_a_PRO!_#shorts
https://www.youtube.com/watch?v=WfSE9t1PRtM,How_to_invest_in_PSU_Stocks?_
https://www.youtube.com/watch?v=svNeEAOA-Vk,1-minute_FREE_startup_course_by_JEFF_BEZOS!_#shorts_#jeffbezos
