name_of_video
Rasta Night | #Homecoming | Soumyajit Majumdar | Hybrid Protokol | Khaleq Diwan Baul Rashid Uddin
Mercy | MTV Unwind | Badshah | Sony Music India
"Kolaba Kuiba Kuiba Kuiba | Hum Se Hai Zamana | Zeenat Aman, Mithun Chakraborty | Lata Mangeshkar"
"Tere Naam Ki Diwani | Hum Se Hai Zamana | Zeenat Aman, Mithun Chakraborty | Asha Bhosle |Raamlaxman"
Lo Main Ban Gaya Thanedar | Inquilaab | Amitabh Bachchan | Sridevi | Kishore Kumar
Aaj Abhi Yahin | Inquilaab | Amitabh Bachchan | Sridevi | Kishore Kumar | Asha Bhosle
Disco 84 | Inquilaab | Amitabh Bachchan | Sridevi | Kishore Kumar | Laxmikant Pyarelal
"Best Of Bollywood Lofi Vol.1 | Audio Jukebox | Tum Mile, Saibo, Raanjhanaa, Muskurane, O Rangrez"
"Jugnu Hote Hain | #Homecoming | Sameer Rahat, @Rashmeet Kaur | Sayani Gupta, Hussain Dalal"
#VIDEO | रगरा झगरा | Ragda Jhagda | #NagendraUJjala | Bhojpuri Song 2022
Tere Bina Khanvict Remix | A R Rahman | @Khanvict  | Chinmayi | Guru
"Beh Jaana | Jugaadistan | @The Yellow Diary| Tanvi Azmi, Rukshar Dhillon, Ahsaas Channa, Sumeet Vyas"
"Doobey (Sickflip Remix) | Gehraiyaan | Deepika, Siddhant, Ananya, Dhairya | OAFF, Savera, Lothika"
Halke Mai Legi | Ajay Hooda | Nandani Sharma | New Haryanvi DJ Song 2022 | Latest Haryanvi Song
"Inaam - Official Music Video | Rudra | Ananya Birla | Ajay Devgn, Esha Deol, Raashii Khanna, Atul K."
@Pav Dharia  – Senõrita | Official Video | Rohit Negah | Latest Punjabi Song 2022
Chaand Baaliyan – Aditya A. | Trending Song 2022 | Official Video
"U - Special | Jugaadistan | Indian Ocean | Sanjeev Sharma | Sumeet Vyas, Ahsaas Channa, Arjun Mathur"
"Gehraiyaan - Pina Colada Blues Mix | Deepika Padukone, Siddhant, Ananya, Dhairya | Mohit Chauhan"
Abhimanyu Chakravyuh Mein Fas Gaya Hai Tu | Inquilaab | Amitabh Bachchan | Sridevi | Kishore Kumar
Bichchoo Lad Gaya | Inquilaab | Amitabh Bachchan | Sridevi | Kishore Kumar | Asha Bhosle
"Cash Video Jukebox | Amol Parashar, Smriti Kalra | Arijit Singh, Akull, Vayu, Benny Dayal"
#Homecoming - Audio Jukebox | Sameer Rahat | Mou S.| Satyaki B. | Dev A. | Neil M. | Hybrid Protokol
#VIDEO | पगला | #ShilpiRaj | #VijayChauhan | New Bhojpuri Song 2022
#raataanlambiyan | Berklee Version | #sonymusic | #shorts
Valimai - Audio Jukebox | Ajith Kumar | Yuvan Shankar Raja | Vinoth | Boney Kapoor | Zee Studios
Bhaagad Bille | The Great Indian Murder | Ketan Sodha | #Raftaar | Divya Kumar | Jaspreet Jasz
Saawariya LOFI | DJ @Akhil Talreja
"Mimi - Video Jukebox | Kriti Sanon | @A. R. Rahman , Shreya Ghoshal, Kailash Kher, Shilpa Rao"
Online Blues - Title Song | Rocky | Sajeev King
#VIDEO | डांसिंग धनिया  | #VivekRao | Bhojpuri Song 2022
Raataan Lambiyan - Berklee Version | Tanishk Bagchi | Viraj Bahri | Shershaah
Love Aaj Kal | Kartik Aaryan | Sara Ali Khan | Arijit Singh | Pritam | Mohit Chauhan | Raftaar | KK
"Ek Mon | #Homecoming | Satyaki Banerjee | Tushar, Soham,Plabita, Tuhina"
Raskala | @Raftaar | #Shorts
Raskala | @Raftaar | #Shorts
"Best of Arijit Singh and Jubin Nautiyal | Raataan Lambiyan, Shayad, Channa Mereya, Gerua, Pal"
"Gehraiyaan Reprise - Official Video | Deepika Padukone, Siddhant, Ananya, Dhairya | Mohit Chauhan"
"Khul Jaun Kya | #Homecoming | Sameer Rahat | Sayani, Tushar, Soham, Hussain, Plabita"
"Roohi - Video Jukebox | Janhvi Kapoor, Rajkummar, Varun| Asees Kaur, Jubin Nautiyal, Sachin-Jigar"
"Bhalobashibe Bole | #Homecoming | Amrita Singh, Dev Arijit | Sayani, Tushar, Soham, Hussain, Plabita"
#VIDEO | लव वाला खेल  | #ShilpiRaj | #VijayChauhan | Bhojpuri Song 2022
Raskala | Hotstar Specials | The Great Indian Murder | Darshan-Umang | #Raftaar | Shakti Mohan
Valimai (Hindi) Trailer | Ajith Kumar | Yuvan Shankar Raja | Vinoth | Boney Kapoor | Zee Studios
"Haathiyar | #Homecoming |Mou Sultana | Sayani, Tushar, Soham, Hussain, Plabita"
Stebin Ben: Ek Tu Hi Toh Hai | Arjun Bijlani | Sana Makbul | Aman Pant | Official Video 2022
"Beqaaboo - Official Video | Gehraiyaan  | Deepika Padukone, Siddhant, Ananya, Dhairya | OAFF, Savera"
The Ultimate Love Mashup|DJ Kiran Kamath|Valentine’s Day|2022|Jubin|Arijit|B Praak|Love Songs
"Jugnu Hain | #Homecoming | Mohan Kannan, Sameer Rahat | Sayani Gupta, Hussain Dalal"
Je Jatt Vigar Gaya (Official Video): Nimrat K| Amberdeep S | Teeja Punjab | Punjabi Song 2022
"Shershaah - Audio Jukebox | Sidharth Malhotra, Kiara Advani | Jubin Nautiyal, Asees Kaur, B Praak"
"Sadak 2 - Video Jukebox |Alia Bhatt, Aditya Roy Kapur, Sanjat Dutt |Ankit Tiwari, Jubin Nautiyal, KK"
#VIDEO | बुलेट सईया | #AntraSinghPriyanka | New Bhojpuri Song 2022
"Gehraiyaan Title Track - Official Video | Deepika Padukone, Siddhant, Ananya, Dhairya | OAFF, Savera"
Heartless | #badshah | #shorts
"Ginny Weds Sunny - Video Jukebox | Yami Gautam, Vikrant Massey | Badshah | Mika Singh | Payal Dev"
Sikhar Dupehre (Official Video) | Ammy Virk | Amberdeep Singh & Nimrat Khaira | Teeja Punjab
"Upside Down | Hotstar Specials - Human | Shefali Shah |Kirti Kulhari |Saurabh B, Suyash K, Nupoora N"
Muskurane x Mere Bina x Tum Mile | Arijit Singh | Neeraj Shridhar | Nikhil | KSW | Lofi Flip
"Human Theme | Hotstar Specials - Human | Shefali Shah |Kirti Kulhari |Saurabh B, Suyash K, Nupoora N"
#doobey - SONG OUT NOW | #gehraiyaan | #shorts
Sajni - Official Music Video | @The Yellow Diary | Saurabh Goyal | Anna Kler
Phir Bhi Dil Hai Hindustani | #shahrukhkhan | #shorts
Bulleya | #aedilhaimushkil | #shorts
DAKU - Adhura (Official Music Video) | New Hindi Song 2022
"Doobey - Official Video | Gehraiyaan | Deepika Padukone, Siddhant, Ananya, Dhairya | OAFF, Savera"
#you | #armaanmalik | Sony Music India | #shorts
Lapadva (Official Video): Anurag Halder | New Love Song 2022
#You by #armaanmalik | Song Out Now | #shorts
Raataan Lambiyan – Haryanvi Version | Tanishk Bagchi | @Renuka Panwar | Sunny M.R.| Shershaah
Raataan Lambiyan – Haryanvi Version Teaser | Renuka Panwar | Tanishk Bagchi | Shershaah YT Shorts
"#raataanlambiyan | Kiara Advani, Sidharth Malhotra | #shershaah | #shorts"
#terahua by #arijitsingh | Cash | #shorts
#kabhiitumhhe | Kiara Advani & Sidharth Malhotra | #shorts
Check Out Raftaar’s Crazy Moves on #ghanakasoota
Ultimate Gedi Mashup: DJ Kiran Kamath - Badshah | Harrdy | Kumar S | Aastha | Nora | Alia | Lauren
#RaataanLambiyan By @Rashmeet Kaur | #Shorts
Best of 2021 Dance Hits| DJ Kiran Kamath| Mimi| Roohi | Badshah| Raftaar| Jahnvi Kapoor| Kriti Sanon
Khelein Masaane Mein Hori Digambar | Hotstar Specials - Aarya 2 | Sushmita S |Ram Madhvani| Vishal K
Young Shahrukh (Slowed) | Official Video |  Tesher | DarkMode | New Songs 2021
The Ultimate Sangeet Party Mashup | DJ Kiran Kamath | Sangeet | Party | Shaadi Songs 2021
Udaan - Official Music Video | @The Yellow Diary
BRAHMĀSTRA Part One: Shiva | Official Motion Poster | Ayan Mukerji | In Cinemas 09.09.2022
Check Out @Baba Jackson's crazy moves on #GhanaKasoota
Kuch Kuch Hota Hai | Bollywood Lofi | DJ NYK | Shubhashree | Alka Yagnik | Jatin-Lalit | Lofi Mix |
Din (Official Video): Kanwar Grewal | Nimrat K | Amberdeep S | Teeja Punjab | Punjabi Song 2021
Lag Gayi - Cash | Gourov-Roshin | Rajesh M | Yaseer Desai | Amol P | Smriti Kalra | Vishesh Bhatt
Sifar (Official Video): Amar Sehmbi | Nimrat K| Amberdeep S | Teeja Punjab | Punjabi Song 2021
Praise (Official Video): Rish X Yawar | Moit | Latest Punjabi Song 2021
Akhaada (Official Video): Jaswinder Brar | Amberdeep S | Teeja Punjab | Latest Punjabi Song 2021
Rug Amber Da (Official Video): Nimrat Khaira | Amberdeep S | Teeja Punjab | Latest Punjabi Song 2021
#khoyasa by #KASYAP is out now on @Day One  ! Have you heard it yet? #shorts
Naina Da Joda (Official Video): Ammy Virk | Nimrat K| Amberdeep S | Latest Punjabi Wedding Song 2021
Hakam (Official Video) - Ranjit Bawa | Nimrat K | Amberdeep S | Teeja Punjab | Punjabi Song 2021
"Me & U - Cash | Denny ft. Benny Dayal, Nikhita Gandhi | Amol Parashar | Smriti Kalra | Vishesh Bhatt"
Nimrat Khaira: Gallan Chaandi Diyan (Official Video) | Teeja Punjab | Latest Punjabi Song 2021
Bad Boy Bad Girl l Influencer Montage l Badshah l Mrunal Thakur
Baki Nacho - Cash | Vayu | IP Singh | Yashika Sikka | Vishesh Bhatt | Amol Parashar | Smriti Kalra
Tera Hua Acoustic Version By Simetri | Riya Duggal & Simran Duggal | #shorts
Ranjha Reprise - Shershaah | Jasleen Royal | Sidharth–Kiara | B Praak | Romy | Anvita Dutt
Bollywood Lofi | Tu Aashiqui Hai | Lofi Flip | DJ Akhil Talreja | KK | Vishal-Shekhar
Tera Hua - Cash | Arijit Singh | Akull | Kunaal Vermaa | Amol Parashar | Smriti Kalra |Vishesh Bhatt
Ghana Kasoota |@Raftaar | Surbhi Jyoti | @Rashmeet Kaur | Avvy Sra | Latest Hit Dance Song 2021
Raataan Lambiyan - Official Remix Version | Shershaah | Tanishk B | Jubin N | Asees | DJ Amit Saxena
Saawariya - Behind The Scenes | Kumar Sanu | Aastha Gill | Arjun Bijlani
"@ICC Men’s T20 World Cup 2021 Official Anthem - Behind The Scenes | Amit T | Kausar M| Sharvi, Anand"
"Shershaah Mashup | DJ Chetas | DJ Lijo | Sidharth – Kiara | Tanishk, Jasleen, Javed-Mohsin, B Praak"
Bollywood Lofi| Shayad x Channa Mereya x In Dino x Zara Sa x Saiyyan |Lofi Flip|VIBIE|KSW|Deepanshu
#Pyaarektarfaa - Amaal Mallik & Jasmin Bhasin | #Shorts
Ranjha (Tabla Version) | Shershaah | Sidharth–Kiara| B Praak| Jasleen| @Vaibhav Verma ft. Ipsa Anand
"@ICC Men’s T20 World Cup 2021 Official Anthem - Official Lyric Video|Amit T| Kausar M| Sharvi, Anand"
Party Hits By Badshah | Audio Jukebox | Latest Party Songs 2021 | Sony Music
"Dance with #Saawariya | Kumar Sanu & Aastha Gill, Arjun Bijlani | Sony Music India | #Shorts"
Meet The Stars of Pyaar Ek Tarfaa – Amaal Mallik and Jasmin Bhasin | Youtube Live | Shreya | Manoj
"@ICC Men’s T20 World Cup 2021 Official Anthem | Amit Trivedi | Kausar Munir | Sharvi Yadav, Anand B."
Bad Boy x Bad Girl | Behind The Scenes | Badshah | Mrunal Thakur| Nikhita Gandhi |Trending Song 2021
Kumar Sanu & Aastha Gill: Saawariya | Arjun Bijlani | Official Video | Latest Dance Song 2021
Pyaar...Ek Tarfaa | @Amaal Mallik | @Shreya Ghoshal Official | Jasmin Bhasin | @Manoj Muntashir
Dandiya Mashup – Param Sundari x Nadiyon Paar | DJ Lijo | Janhvi Kapoor | Kriti Sanon | Roohi | Mimi
Kabhii Tumhhe – Female Version Official Video | Shershaah| Sidharth – Kiara| Javed - Mohsin| Palak M
Saibo x Jashne Bahara x Iktara | Lofi Flip | VIBIE | Jammy Weirdo | MIG
Out Now - #BadBoyBadGirl #Badshah #MrunalThakur #NikhitaGandhi #Shorts
Badshah – Bad Boy x Bad Girl (Official Video) | Mrunal Thakur | Nikhita Gandhi | Trending Song 2021
Sound De Nashik Dhol Remix | @Dino James  | @DJ RINK
Making of Ranjha | Shershaah | Sidharth – Kiara | B Praak | Jasleen Royal | Anvita Dutt
"Rihaayi De feat. @A. R. Rahman  | Mimi | Kriti Sanon, Pankaj Tripathi | Amitabh B"
"Oceana – Official Music Video | Rashmeet Kaur, GURBAX, Deep Kalsi"
Kabhii Tumhhe –Official Video | Shershaah | Sidharth–Kiara | Javed-Mohsin | Darshan Raval | Rashmi V
Mann Bharryaa 2.0 – Official Video | Shershaah | Sidharth – Kiara | B Praak | Jaani
Making of Raataan Lambiyan| Shershaah | Sidharth – Kiara | Tanishk Bagchi | Jubin N. | Asees K.
"Rock a Bye Baby – Official Video | Mimi | Kriti |  @A. R. Rahman | Julia G., Khatija R. | Amitabh B."
Chhoti Si Chiraiyya– Official Video | Mimi | Kriti Sanon | @A. R. Rahman | Kailash Kher | Amitabh B.
Ranjha – Official Video | Shershaah | Sidharth–Kiara | B Praak | Jasleen Royal | Romy | Anvita Dutt
Phuljhadiyo – Official Video | Mimi | Kriti Sanon | @A. R. Rahman | Shilpa Rao | Amitabh B
@Dino James : Sound De | Official Music Video | Latest Rap Song 2021
Raataan Lambiyan – Official Video | Shershaah | Sidharth – Kiara | Tanishk B| Jubin Nautiyal  |Asees
"Hututu – Official Video | Mimi | Kriti Sanon, Pankaj T |@A. R. Rahman| Shashaa Tirupati | Amitabh B."
"Yaane Yaane – Official Video | Mimi | Kriti Sanon, Pankaj T | @A. R. Rahman  | Amitabh | Rakshita"
"Rihaayi De – Official Video | Mimi | Kriti Sanon, Pankaj Tripathi | @A. R. Rahman  | Amitabh B."
"Daru Hor Piyade | Deep Kalsi, Rashmeet Kaur & Harjas Harjaayi"
"Param Sundari – Behind The Scenes | Mimi | Kriti Sanon, Pankaj Tripathi |@A. R. Rahman | Shreya G"
"Param Sundari -Official Video | Mimi | Kriti Sanon, Pankaj Tripathi | @A. R. Rahman| Shreya |Amitabh"
Slay – Official Music Video | Yunan & Krissann B | Raftaar | Deep Kalsi | Dance Song 2021
Parindey – Mohammed Irfan | The Successful Loosers | Aaditya Kumar | Abhishek R Sharma
"Hotstar Specials Grahan Unplugged Ft. Ranjan Chandel, Amit Trivedi, Varun Grover, & Wamiqa Gabbi"
Jugaad Ki Zindagi – Parry G | The Successful Loosers | Aaditya Kumar | Abhishek R Sharma
Tu Lagdi Hot – Sanam Puri | The Successful Loosers | Kaptaans | Abhishek R Sharma | Mista Baaz
Fakeer Bandeya – Gajendra Verma | The Successful Loosers | Aaditya Kumar | Abhishek R Sharma
"Udne Do – Shaan | The Successful Loosers | Sanjeev Chaturvedi, Rahul Jain | Abhishek R Sharma"
@A. R. Rahman  & Gulzar: Meri Pukaar Suno | Alka | Shreya | Chithra | Sadhana |Shashaa |Armaan|Asees
Teri Parchayee | Hotstar Specials Grahan | Swanand Kirkire | Madhubanti Bagchi
O Jogiya | Hotstar Specials - Grahan | Amit Trivedi | Varun Grover | Asees Kaur | June 24
Chori Chori | Hotstar Specials - Grahan | Ranjan Chandel | Amit Trivedi | Varun Grover | June 24
Yaad Na Aana | Yash Narvekar & AKASA – Official Music Video | Amaal Mallik | Breakup Song 2021
Remembering Sushant Singh Rajput - Tribute by @A. R. Rahman
"Dil Bechara | Video Jukebox | Sushant Singh Rajput, Sanjana Sanghi | @A. R. Rahman | Amitabh B"
"Main Tumhara – Tribute to SSR | Lo-fi | @A. R. Rahman  | Jonita, Hriday | Amitabh B | VIBIE"
Yaad Na Aana | Yash Narvekar & AKASA – Official Lyric Video | Amaal Mallik | Breakup Song 2021
Vayu - Tohfa | Official Music Video | Vaibhav Pani | Manohar Rao | Love Song 2021
Asim Riaz: Back to Start | Debut Single | Latest Rap Song 2021
Sidhu Moose Wala: Sin | The Kidd | Latest Hit Song 2021
Party Mashup | DJ NYK | Janhvi Kapoor | Badshah | Akasa Singh | Shehnaaz Gill
In Dino - Mohammed Irfan | Sony Music Refresh | Ajay Singha
Bin Tere - Sreerama Chandra | Sony Music Refresh | Ajay Singha
Duroflex Sounds of Sleep – Making of Saun Ja Meri Rani | Shilpa Rao
Duroflex Sounds of Sleep – Saun Ja Meri Rani | Shilpa Rao
Aye Zindagi Gale Lagaa Le - Abhay Jodhpurkar | Sony Music Refresh | Ajay Singha
Duroflex Sounds of Sleep – Saun Ja Meri Rani (Teaser) | Shilpa Rao
Shola | AKASA ft. Charan | Rohit Saraf | Party Hit Song 2021
99 Songs | Score | The Enigma | @A. R. Rahman  | Ehan Bhatt | Edilsy | Lisa Ray | Manisha Koirala
Ae Kash Ke Hum - Mohammed Irfan | Sony Music Refresh | Ajay Singha
Duroflex Sounds of Sleep - Making of Ghumer Pori | Shalmali Kholgade
"Bhauji (Official Video) – Roohi | Rajkummar, Janhvi, Varun | Sachin-Jigar | Amitabh B | Divya Kumar"
10 Kurhiya | Pam Sengh | Jota | Aveera Singh | Latest Punjabi Dance Song 2021
Duroflex Sounds of Sleep – Ghumer Pori | Shalmali Kholgade
Milli-1 (Behind The Scenes)| Raf Saperra X DesiFrenzy | Out Now
"Kaise Juda Rahein (Official Video) - Prem & Hardeep | Stebin Ben, Sonna | Siddharth, Eugeniya | Dev"
Moina Cholat Cholat – Nakash Aziz | Madhura Bhattacharya | Subhadeep Mitra for JAM8
Duroflex Sounds of Sleep – Ghumer Pori (Teaser) | Shalmali Kholgade
Hope You Don’t Mind | QARAN ft. The Rish | Nidhi Shah | Siddhant Kaushal | Hit Song 2021
"Kaise Juda Rahein (Official Teaser) - Prem & Hardeep | Stebin Ben, Sonna Rele | Siddarth G, Eugeniya"
Sinhasan (Official Video) - Shekhar B. Carter | Latest Hip Hop Song
Jaz Dhami - Diva | Sama Blake | Latest Punjabi Song 2021
Milon Hobey Koto Diney – Goutam Das Baul | Shubham Shirule | Shashwati Phukan | JAM8
99 Songs - Official Trailer (Hindi) | AR Rahman | Ehan Bhatt | Edilsy | Lisa Ray | Manisha Koirala
Duroflex Sounds of Sleep – Making Of Nanhi Kali Sone Chali | Monali Thakur
Khonje Mon – Sreerama Chandra | Antara Mitra |Sony Music Bengali | Shubham Shirule for JAM8
Raf-Saperra – Milli-1 | Desi Frenzy | Latest Punjabi Song 2021
Dheeme Dheeme – Shashaa Tirupati | Sony Music Refresh | Ajay Singha
Heeriye – Arnab Dutta | Shubhashree Das | Sony Music Bengali | JAM8 | Subhadeep Mitra for Jam8
Jalne Mein Hai Mazaa – Shweta Shetty | Addy S Version | Official Music Video
Duroflex Sounds of Sleep – Nanhi Kali Sone Chali (Teaser) | Monali Thakur
Lucky Ali - O Sanam (DJ NYK Lofi Remix)
9XM House Of Dance Set 2.4 –  DJ Shilpi Sharma
Duroflex Sounds of Sleep – Official Teaser
Saiyyonee (Official) - Gourov Dasgupta | Asim Riaz | Shivaleeka O | Yasser D | Rashmeet K | Sameer A
Ami Achi - Nikhita Gandhi | Timir Biswas | Sony Music Bengali | Swastika | Sagnik | JAM8
Suhe Rang – Prishita | DJ Punk | Deepesh Goyal | Abhishek Kumar
9XM House Of Dance Set 2.3 –  DJ Shilpi Sharma
"Saiyyonee (Teaser) - Gourov D | Asim Riaz, Shivaleeka | Yasser D | Rashmeet K | Sameer A | Kookie G"
"Bhootni (Official Video) – Roohi | Janhvi, Varun, Rajkummar | Sachin-Jigar | Amitabh B | Mika Singh"
Pav Dharia – Mahiya | Manav Sangha | Rohit Negah | Punjabi Love Song 2021
Nadiyon Paar (Let the Music Play Again) – Behind The Scenes | Roohi | Janhvi Kapoor | Sachin-Jigar
Humein Aur Jeene Ki - Sreerama Chandra | Sony Music Refresh 🎶 | Ajay Singha
Kaabil-E-Tareef (Official Video) - Lekka | Gurnazar | Love Song 2021
Bollywood Dance Hits l Spotlight l Episode 7
Main Janu Na - Arjuna Harjai | Jonita Gandhi | Sonarika Bhadoria | Love Song 2021
Belafz Baatein (Official) –Prem & Hardeep | Mohd Irfan | Kunaal Vermaa | Aashim Tanaya Vikas | Dev
Pam Sengh – Mehngi Daru | Akaisha Vats | Official Video | Latest Punjabi Song
Out With Doubt (Official Video) - Manbir Batth | Debut Single 2021
Badshah - Fly | Shehnaaz Gill | Uchana Amit | D Soldierz | Official Video 2021
Ay Hairathe – Abhay Jodhpurkar | Sony Music Refresh 🎶 | Ajay Singha
Bollywood Dance Hits l Spotlight l Episode 6
Na Nai Sunna – Official Music Video | Sachin Jigar | R3HAB | Krystle D’souza | Bharti Singh
"Nadiyon Paar (Let the Music Play) – Roohi | Janhvi | Sachin-Jigar | Rashmeet, Shamur, IP Singh"
Bollywood Dance Hits l Spotlight l Episode 5
"Kiston – Roohi | Rajkummar – Janhvi – Varun | Sachin -  Jigar, Amitabh B | Jubin Nautiyal"
Aisa Sama Na Hota – Prajakta Shukre | Sony Music Refresh🎶 | Ajay Singha
Bollywood Dance Hits l Spotlight l Episode 4 l Maari Thara Local
"Panghat – Roohi | Rajkummar – Janhvi - Varun | Sachin- Jigar, Amitabh B | Asees Kaur"
Panghat (Official Teaser) - Roohi | Releasing on 22nd Feb
Sidhu Moose Wala - Sin | The Kidd | Official Audio | Latest Punjabi Rap Song
Bollywood Dance Hits l Spotlight l Episode 3 | Bulleya - Ae Dil hai Mushkil
Sumit Goswami – Wish | Rumman Ahmed | Deepesh Goyal | Indeep Bakshi | Latest hit 2021
Bollywood Dance Hits - Spotlight l Episode 2 | Yeh Haseen Vadiya | Roja
Mere Bina – Nikhil D'Souza | Sony Music Refresh 🎶 | Ajay Singha
Bollywood Dance Hits l Spotlight l Episode 1
MTV Beats House Party – DJ Chetas Love Mix 01 | Channa Mereya|Ae Dil Hai Mushkil | Samjhawan | Bolna
MTV Beats House Party – DJ Chetas Dance Mix 02 | Shayad | Sawan Mein Lag Gayi Aag | Kar Gayi Chull
Chamkila (Official Video) - Himmat Sandhu | The Kidd | Latest Punjabi Song 2021
TOP BOY – Roach Killa| Latest Hip Hop Song 2021
Yaaron – Ash King | Sony Music Refresh 🎶| Ajay Singha
Roz Roz (Official) - The Yellow Diary ft. Shilpa Rao | Isha Talwar | Arjun Menon |Romantic Song 2021
Hawa - Hasan Shah | Ramses | Dance Hit 2021
Sajanaa (Official Video) - Pro Bros | Raghu Dixit | Love Song 2021
Bheegi Bheegi Raaton Mein – Mohammed Irfan | Sony Music Refresh 🎶 | Ajay Singha
9XM House Of Dance – New Year Special - DJ Shilpi Sharma - Set 7
Master Coming Video- Vijay the Master | Anirudh Ravichander | Raqueeb Alam
9XM House Of Dance – New Year Special - DJ Shilpi Sharma - Set 6
9XM House Of Dance – New Year Special - DJ Shilpi Sharma - Set 5
9XM House Of Dance – New Year Special - DJ Shilpi Sharma - Set 4
9XM House Of Dance – New Year Special - DJ Shilpi Sharma - Set 3
Chhoti Story Video - Vijay the Master | Anirudh Ravichander | Nakash Aziz
9XM House Of Dance – New Year Special - DJ Shilpi Sharma - Set 2
9XM House Of Dance – New Year Special - DJ Shilpi Sharma - Set 1
Tum Mile - Anusha Mani | Sony Music Refresh 🎶 | Ajay Singha
Anusha Mani - Sony Music Refresh | Releasing Tomorrow
Sony Music Refresh - Coming Soon | Stay Tuned 🎶
SHOR - Khoye Se | Official Teaser | Big Indie Bang
Dino James - Chemicals feat. Kaprila (Prod. Bluish Music) | Official Music Video
MTV Beats House Party – DJ Chetas Dance Mix 01| Haan Main Galat | Cutiepie | Radha | Shayad
Akhil - Dooja Pyaar | Raj Fatehpur | Sunny Vik | Punjabi Romantic Song 2021
Master Raid - Vijay the Master | Anirudh Ravichander | Akshay The One
Master Coming - Vijay the Master | Anirudh Ravichander | Raqueeb Alam
Bajre Da Sitta | Rashmeet Kaur x Deep Kalsi x Ikka | Atul Khatri | Hit Song 2021
Vijay the Master - Jukebox | Anirudh Ravichander
Qatra – Stebin Ben | Karishma Tanna | Ritwik Bhowmik | Love Song
Chhoti Story - Vijay the Master | Anirudh Ravichander | Nakash Aziz
Vijay the Master - Official Trailer | Anirudh Ravichander | Vijay | Malavika
Tum Se Hi (Reloaded) - Ankit Tiwari | Alia Bhatt | Aditya Roy Kapur | Sanjay Dutt | Ali Merchant
2020 Hits Roundup – DJ Kiran Kamath | Best of 2020 | Party Mashup
Addiction | UpsideDown x Raashi Sood | ICONYK | Dance Song 2020
"LOL- Official Remix | Ginny Weds Sunny | Yami, Vikrant | Payal Dev | DJ Suketu"
